building_id,allocated_gardens,total_allocated_area,required_garden_area,sufficient_area
36895464.0,"[4696.0, 20368.0, 15062.0]",291.27784729028,294.0,False
36895465.0,"[12707.0, 15062.0, 7307.0]",23.07598114009,42.0,False
36895467.0,"[12707.0, 15990.0, 15062.0, 20722.0, 7307.0]",73.74565124509,84.0,False
36895469.0,"[12707.0, 15990.0, 15062.0]",42.32736206048,52.5,False
36895471.0,"[12707.0, 15062.0, 15990.0, 7307.0]",47.52210235589,63.0,False
36895472.0,"[12707.0, 15062.0, 7307.0]",23.07598114009,42.0,False
36895473.0,"[12707.0, 15062.0, 20722.0, 15990.0, 7307.0]",73.74565124509,84.0,False
36895474.0,"[12707.0, 15062.0, 7307.0]",23.07598114009,42.0,False
36895478.0,[],0.0,0.0,True
36895482.0,"[12707.0, 12707.0, 15062.0, 15062.0, 15062.0, 15062.0]",38.64926147452,42.0,False
36895485.0,"[12707.0, 12707.0, 7307.0, 15062.0, 15062.0]",40.95722198477,42.0,False
36895487.0,"[799.0, 12707.0, 15062.0, 15990.0, 20722.0, 7307.0]",242.01946258509003,252.0,False
36895489.0,[7262.0],9.48831939697,21.0,False
36895490.0,"[799.0, 12707.0, 15062.0, 15062.0]",187.59844207726002,189.0,False
36895492.0,[],0.0,0.0,True
36895494.0,"[12707.0, 15062.0]",17.88124084468,21.0,False
36895497.0,[7262.0],9.48831939697,21.0,False
36895498.0,[15062.0],1.44338989258,10.5,False
36895499.0,[7262.0],9.48831939697,21.0,False
36895500.0,"[1917.0, 12707.0, 15062.0, 7307.0]",115.37624359128999,126.0,False
36895506.0,[7262.0],9.48831939697,21.0,False
36895509.0,"[12707.0, 7307.0, 15062.0]",23.07598114009,42.0,False
36895512.0,"[12707.0, 15062.0, 15990.0, 7307.0]",47.52210235589,63.0,False
36895513.0,[7262.0],9.48831939697,21.0,False
36895514.0,"[12707.0, 7307.0, 15062.0]",23.07598114009,42.0,False
36895515.0,"[1917.0, 12707.0, 15062.0, 7307.0]",115.37624359128999,126.0,False
36895521.0,[12707.0],16.4378509521,21.0,False
36895526.0,"[12707.0, 15062.0]",17.88124084468,21.0,False
36895527.0,"[12707.0, 15062.0]",17.88124084468,21.0,False
36895528.0,[7262.0],9.48831939697,10.5,False
36895531.0,"[12707.0, 7307.0, 15062.0]",23.07598114009,42.0,False
36895532.0,"[12707.0, 15062.0]",17.88124084468,21.0,False
36895536.0,"[1917.0, 12707.0, 20512.0, 12698.0, 15062.0, 12832.0]",355.83797454871,357.0,False
36895537.0,[12707.0],16.4378509521,21.0,False
36895540.0,"[12707.0, 15062.0]",17.88124084468,21.0,False
36895542.0,"[1917.0, 12707.0, 12698.0, 15062.0]",186.60886383058,189.0,False
36895544.0,"[12707.0, 15062.0]",17.88124084468,21.0,False
36895547.0,"[1917.0, 12707.0, 12340.0, 7307.0, 15062.0, 12832.0]",415.93083953842,420.0,False
36895549.0,[12707.0],16.4378509521,21.0,False
36895552.0,[12707.0],16.4378509521,21.0,False
36895553.0,"[12707.0, 7307.0, 15062.0]",23.07598114009,42.0,False
36895554.0,[7262.0],9.48831939697,21.0,False
36895556.0,"[12707.0, 15062.0]",17.88124084468,21.0,False
36895558.0,"[1917.0, 12707.0, 12698.0, 15062.0]",186.60886383058,189.0,False
36895559.0,[12707.0],16.4378509521,21.0,False
36895565.0,[12707.0],16.4378509521,21.0,False
36895566.0,[7262.0],9.48831939697,10.5,False
36895567.0,[],0.0,0.0,True
36895569.0,"[12707.0, 7307.0]",21.63259124751,42.0,False
36895571.0,"[20512.0, 12707.0]",183.2265777591,189.0,False
36895573.0,[12707.0],16.4378509521,21.0,False
36895574.0,[12707.0],16.4378509521,21.0,False
36895575.0,"[12707.0, 7307.0, 12824.0, 12832.0, 12827.0]",41.96566009521,42.0,False
36895579.0,[],0.0,0.0,True
36895581.0,"[4961.0, 12707.0, 7262.0]",186.71234893807002,189.0,False
36895582.0,"[12707.0, 7307.0, 12824.0, 12832.0, 12827.0]",41.96566009521,42.0,False
36895583.0,"[12707.0, 7307.0]",21.63259124751,42.0,False
36895588.0,"[12707.0, 7307.0]",21.63259124751,42.0,False
36895593.0,[12707.0],16.4378509521,21.0,False
36895594.0,"[12707.0, 7307.0, 12824.0, 12832.0, 12827.0]",41.96566009521,52.5,False
36895597.0,[12707.0],16.4378509521,21.0,False
36895603.0,[12707.0],16.4378509521,21.0,False
36895604.0,"[12707.0, 7307.0, 12824.0, 12832.0, 12827.0]",41.96566009521,42.0,False
36895606.0,[12707.0],16.4378509521,21.0,False
36895609.0,"[12707.0, 7307.0, 12824.0, 12832.0, 12827.0]",41.96566009521,84.0,False
36895610.0,"[12707.0, 7307.0, 12824.0, 12832.0]",34.88372802734,63.0,False
36895612.0,[],0.0,10.5,False
36895617.0,"[4961.0, 20561.0, 1917.0]",532.0632553101999,535.5,False
36895619.0,[12707.0],16.4378509521,21.0,False
36895622.0,[12707.0],16.4378509521,21.0,False
36895624.0,"[12707.0, 7262.0]",25.92617034907,42.0,False
36895625.0,[12707.0],16.4378509521,21.0,False
36895626.0,"[12707.0, 7262.0]",25.92617034907,52.5,False
36895628.0,[12707.0],16.4378509521,21.0,False
36895630.0,[12707.0],16.4378509521,21.0,False
36895631.0,[12707.0],16.4378509521,21.0,False
36895633.0,[],0.0,10.5,False
36895636.0,"[20513.0, 12832.0, 7307.0]",146.62982940654,147.0,False
36895637.0,[12707.0],16.4378509521,21.0,False
36895639.0,[12707.0],16.4378509521,21.0,False
36895641.0,[12707.0],16.4378509521,21.0,False
36895645.0,"[12707.0, 7262.0]",25.92617034907,31.5,False
36895646.0,[12707.0],16.4378509521,21.0,False
36895647.0,"[4961.0, 20561.0, 9023.0, 4696.0, 7262.0, 12707.0, 20531.0]",870.81475067177,903.0,False
36895650.0,"[12707.0, 1917.0, 7262.0]",118.22643280026999,126.0,False
36895651.0,[12707.0],16.4378509521,21.0,False
36895652.0,[12707.0],16.4378509521,21.0,False
36895653.0,[12707.0],16.4378509521,21.0,False
36895656.0,"[12707.0, 7262.0]",25.92617034907,31.5,False
36895657.0,"[20513.0, 12832.0, 7307.0]",146.62982940654,147.0,False
36895660.0,"[12832.0, 12827.0]",9.522315979,10.5,False
36895661.0,[12832.0],2.44038391113,10.5,False
36895662.0,"[12707.0, 12832.0]",18.87823486323,21.0,False
36895663.0,"[12707.0, 12832.0]",18.87823486323,21.0,False
36895664.0,[12707.0],16.4378509521,21.0,False
36895667.0,[12707.0],16.4378509521,21.0,False
36895668.0,[7262.0],9.48831939697,10.5,False
36895670.0,[],0.0,10.5,False
36895671.0,[12707.0],16.4378509521,21.0,False
36895673.0,"[12832.0, 12827.0]",9.522315979,10.5,False
36895675.0,"[12832.0, 12827.0]",9.522315979,10.5,False
36895676.0,[7262.0],9.48831939697,10.5,False
36895679.0,"[12832.0, 12827.0]",9.522315979,10.5,False
36895680.0,"[12832.0, 12827.0]",9.522315979,10.5,False
36895681.0,[7262.0],9.48831939697,10.5,False
36895683.0,"[12832.0, 12827.0]",9.522315979,10.5,False
36895684.0,"[12707.0, 12832.0]",18.87823486323,21.0,False
36895686.0,[12707.0],16.4378509521,21.0,False
36895687.0,"[12707.0, 12832.0]",18.87823486323,21.0,False
36895689.0,[],0.0,10.5,False
36895690.0,"[7262.0, 12707.0]",25.92617034907,42.0,False
36895692.0,"[12707.0, 12824.0, 12832.0, 12827.0, 7307.0]",41.96566009521,42.0,False
36895693.0,[12707.0],16.4378509521,21.0,False
36895694.0,[7262.0],9.48831939697,10.5,False
36895695.0,"[12832.0, 12827.0]",9.522315979,10.5,False
36895697.0,[7262.0],9.48831939697,10.5,False
36895698.0,[],0.0,0.0,True
36895699.0,[12707.0],16.4378509521,21.0,False
36895701.0,"[7262.0, 20531.0, 120.0]",100.92172241207,105.0,False
36895704.0,"[7262.0, 20531.0, 120.0]",100.92172241207,105.0,False
36895705.0,"[12707.0, 12832.0]",18.87823486323,21.0,False
36895706.0,[7262.0],9.48831939697,10.5,False
36895708.0,"[12707.0, 12824.0, 12832.0]",29.68898773193,31.5,False
36895709.0,[12707.0],16.4378509521,21.0,False
36895710.0,[7262.0],9.48831939697,10.5,False
36895711.0,"[12707.0, 12832.0]",18.87823486323,21.0,False
36895713.0,"[12707.0, 12832.0]",18.87823486323,21.0,False
36895714.0,[7262.0],9.48831939697,10.5,False
36895715.0,[7262.0],9.48831939697,10.5,False
36895777.0,[],0.0,0.0,True
36895782.0,"[12906.0, 7307.0, 20722.0, 15062.0, 12707.0]",186.04408264129,189.0,False
36895786.0,"[12906.0, 7307.0, 15062.0, 12707.0]",159.82053375209,168.0,False
36895788.0,"[15062.0, 7307.0]",6.63813018799,21.0,False
36895793.0,"[15062.0, 7307.0]",6.63813018799,21.0,False
36895800.0,"[15062.0, 7307.0]",6.63813018799,21.0,False
36895801.0,"[12906.0, 7307.0, 15062.0, 12707.0]",159.82053375209,168.0,False
36895808.0,"[15062.0, 7307.0]",6.63813018799,21.0,False
36895810.0,"[12906.0, 20722.0, 15062.0]",164.41149139378,168.0,False
36895814.0,"[12906.0, 7307.0, 20722.0, 15062.0, 12707.0]",186.04408264129,189.0,False
36895815.0,"[17195.0, 7307.0, 20722.0, 15062.0, 12707.0]",173.26300811729,189.0,False
36895824.0,"[12827.0, 12824.0, 12832.0, 7307.0]",25.527809143109998,31.5,False
36895825.0,"[12702.0, 12690.0, 12675.0, 12698.0, 12824.0]",669.9299697874,672.0,False
36895830.0,"[12692.0, 12683.0, 12707.0, 20514.0, 12832.0]",669.84611511323,672.0,False
36895841.0,"[12827.0, 12832.0]",9.522315979,10.5,False
36895844.0,[],0.0,0.0,True
36895850.0,"[12827.0, 12832.0]",9.522315979,10.5,False
36895861.0,"[12832.0, 12827.0]",9.522315979,10.5,False
36895871.0,"[12692.0, 12690.0, 12675.0, 12707.0, 12824.0, 12832.0, 12827.0, 7307.0]",610.0090713502099,630.0,False
36895872.0,"[12827.0, 12832.0]",9.522315979,10.5,False
36895877.0,"[12824.0, 12832.0, 12827.0]",20.3330688477,21.0,False
36895880.0,"[12707.0, 12824.0, 12832.0, 12827.0, 7307.0]",41.96566009521,42.0,False
36895891.0,"[12707.0, 12832.0]",18.87823486323,21.0,False
36895895.0,"[12707.0, 12832.0]",18.87823486323,21.0,False
36895897.0,"[12832.0, 12827.0]",9.522315979,10.5,False
36895900.0,"[12832.0, 12827.0]",9.522315979,10.5,False
36895902.0,"[12707.0, 12832.0]",18.87823486323,21.0,False
36895904.0,"[12832.0, 12827.0]",9.522315979,10.5,False
36895906.0,"[12707.0, 12832.0]",18.87823486323,21.0,False
36895908.0,"[12832.0, 12827.0]",9.522315979,10.5,False
36895914.0,"[12832.0, 12827.0]",9.522315979,10.5,False
36895984.0,"[15062.0, 7307.0]",6.63813018799,21.0,False
36895985.0,"[20722.0, 15062.0, 7307.0, 15990.0]",57.30780029299001,84.0,False
36895988.0,"[17557.0, 20722.0, 15062.0, 7307.0]",332.74240875219,336.0,False
36895990.0,"[8.0, 5529.0, 20722.0, 5523.0, 15062.0, 7307.0, 15990.0]",568.14952850429,619.5,False
36895991.0,"[20722.0, 12906.0, 15062.0]",164.41149139378,168.0,False
36895992.0,[],0.0,0.0,True
36895994.0,[],0.0,0.0,True
36895999.0,"[20722.0, 5523.0, 15062.0, 7307.0, 15990.0]",152.97867584229002,168.0,False
36896002.0,"[7307.0, 15062.0]",6.63813018799,21.0,False
36896003.0,"[15062.0, 7307.0]",6.63813018799,21.0,False
36896008.0,"[20722.0, 12906.0, 15062.0]",164.41149139378,168.0,False
36896009.0,"[20722.0, 5523.0, 15062.0, 7307.0, 15990.0]",152.97867584229002,168.0,False
36896011.0,[],0.0,0.0,True
36896012.0,"[15062.0, 7307.0]",6.63813018799,21.0,False
36896014.0,[],0.0,0.0,True
36896018.0,[],0.0,0.0,True
36896019.0,"[7307.0, 15062.0]",6.63813018799,21.0,False
36896024.0,[],0.0,0.0,True
36896197.0,[],0.0,0.0,True
36896313.0,"[17195.0, 12906.0, 7307.0, 20722.0, 15062.0, 12707.0]",310.00756072929,336.0,False
36896316.0,"[17195.0, 7307.0, 20722.0, 15062.0]",156.82515716519,168.0,False
36896318.0,"[17195.0, 7305.0, 7307.0, 15062.0]",230.06685638389,231.0,False
36896328.0,"[7307.0, 15062.0]",6.63813018799,21.0,False
36896331.0,[],0.0,0.0,True
36896333.0,[],0.0,0.0,True
36896334.0,"[12340.0, 1917.0, 12906.0, 7307.0, 12707.0, 20722.0, 15062.0]",576.45855712849,577.5,False
36896335.0,"[12340.0, 7307.0, 12707.0, 15062.0, 12827.0, 12832.0]",330.71250915509006,336.0,False
36896336.0,[],0.0,0.0,True
36896337.0,"[1917.0, 12707.0, 7305.0, 7307.0, 15062.0, 12827.0, 12832.0]",224.36380767819,231.0,False
36896338.0,"[1917.0, 1917.0, 7307.0, 7307.0, 7307.0, 7307.0, 12707.0, 12827.0, 15062.0]",230.34265899659,231.0,False
36896383.0,"[12824.0, 12832.0, 12827.0]",20.3330688477,21.0,False
36896390.0,"[12832.0, 12827.0]",9.522315979,10.5,False
36896394.0,"[12824.0, 12832.0, 12827.0]",20.3330688477,21.0,False
36896401.0,"[12832.0, 12827.0]",9.522315979,10.5,False
36896406.0,"[12832.0, 12827.0]",9.522315979,10.5,False
36896508.0,"[21307.0, 20722.0, 15062.0, 7307.0, 15990.0]",152.97867584229002,168.0,False
36896512.0,"[20722.0, 15062.0, 7307.0, 15990.0]",57.30780029299001,84.0,False
36896515.0,"[20722.0, 15062.0, 7307.0, 15990.0]",57.30780029299001,84.0,False
36896517.0,[],0.0,0.0,True
36896518.0,[],0.0,0.0,True
36896519.0,"[8.0, 20722.0, 5523.0, 15062.0, 15990.0]",355.36936187788,357.0,False
36896523.0,"[8.0, 20722.0, 15062.0, 7307.0]",240.44710540819,252.0,False
36896524.0,"[15062.0, 7307.0]",6.63813018799,21.0,False
36896525.0,"[15062.0, 7307.0]",6.63813018799,21.0,False
36896526.0,"[15062.0, 7307.0]",6.63813018799,10.5,False
36896527.0,"[15062.0, 7307.0]",6.63813018799,21.0,False
36896530.0,"[15062.0, 7307.0]",6.63813018799,21.0,False
36896531.0,"[20722.0, 21307.0, 15062.0]",123.33781433108001,126.0,False
36896532.0,"[20722.0, 21307.0, 15062.0]",123.33781433108001,126.0,False
36896534.0,"[21308.0, 8.0, 20722.0, 15062.0, 15990.0, 7307.0]",626.0390777589898,672.0,False
36896535.0,"[20722.0, 21307.0, 15062.0, 15990.0, 7307.0]",152.97867584229,168.0,False
36896536.0,"[17557.0, 20722.0, 5523.0, 15062.0, 7307.0, 15990.0]",452.85940551729,504.0,False
36896541.0,"[20722.0, 21307.0, 15062.0]",123.33781433108001,126.0,False
36896542.0,"[17557.0, 20722.0, 15062.0, 7307.0]",332.74240875219,336.0,False
36896543.0,[],0.0,0.0,True
36896545.0,"[8.0, 20722.0, 21307.0, 15062.0]",330.92324066208,336.0,False
36896547.0,"[20722.0, 5523.0, 15062.0, 7307.0, 15990.0]",152.97867584229002,168.0,False
36896551.0,"[20722.0, 5523.0, 15062.0, 15990.0, 7307.0]",152.97867584229,168.0,False
36896552.0,[],0.0,0.0,True
36896557.0,"[15062.0, 7307.0]",6.63813018799,21.0,False
36896558.0,"[15062.0, 7307.0]",6.63813018799,10.5,False
36896560.0,"[20722.0, 15062.0, 7307.0, 15990.0, 12707.0]",73.74565124509002,84.0,False
36896564.0,"[15062.0, 7307.0]",6.63813018799,21.0,False
36896565.0,"[12906.0, 20722.0, 17195.0, 15062.0, 7307.0, 15990.0, 12707.0]",334.45368194509,357.0,False
36896568.0,"[12906.0, 17195.0, 20722.0, 7307.0, 15062.0, 12707.0, 15990.0]",334.45368194509,357.0,False
36896571.0,"[20722.0, 15062.0, 7307.0, 15990.0, 12707.0]",73.74565124509002,84.0,False
36896572.0,"[20722.0, 15062.0, 7307.0, 15990.0, 12707.0]",73.74565124509002,84.0,False
36896573.0,"[12906.0, 20722.0, 15062.0]",164.41149139378,168.0,False
36896574.0,"[20722.0, 15062.0, 21307.0]",123.33781433108001,126.0,False
36896578.0,"[12906.0, 17195.0, 20722.0, 7307.0, 15062.0]",293.56970977719,294.0,False
36896579.0,"[12906.0, 20722.0, 7307.0, 15062.0, 12707.0]",186.04408264129,189.0,False
36896581.0,"[12906.0, 20722.0, 17195.0, 15062.0, 7307.0, 15990.0, 12707.0]",334.45368194509,336.0,False
36896582.0,"[20722.0, 15062.0, 5523.0]",123.33781433108001,126.0,False
36896585.0,[],0.0,0.0,True
36896587.0,"[12906.0, 7307.0, 20722.0, 15062.0, 12707.0]",186.04408264129,189.0,False
36897817.0,[],0.0,0.0,True
36897818.0,"[21307.0, 5523.0, 15062.0]",192.78514099118001,210.0,False
36897819.0,"[21307.0, 5523.0, 15062.0]",192.78514099118001,210.0,False
36897820.0,"[21307.0, 5523.0, 15062.0]",192.78514099118001,210.0,False
36897821.0,"[21307.0, 5523.0, 15062.0]",192.78514099118001,210.0,False
36906345.0,[],0.0,0.0,True
36906794.0,[],0.0,0.0,True
36906795.0,[],0.0,0.0,True
36906796.0,[],0.0,0.0,True
36906797.0,[],0.0,0.0,True
36906798.0,[],0.0,0.0,True
36906799.0,[],0.0,0.0,True
36906800.0,[],0.0,0.0,True
36906801.0,[],0.0,0.0,True
36906802.0,[],0.0,0.0,True
36906803.0,[],0.0,0.0,True
36906804.0,[],0.0,0.0,True
36906805.0,[],0.0,0.0,True
36906806.0,[],0.0,0.0,True
36906807.0,[],0.0,0.0,True
36906808.0,[],0.0,0.0,True
36906809.0,[],0.0,0.0,True
36906947.0,[],0.0,0.0,True
36906948.0,[],0.0,0.0,True
36906949.0,[],0.0,0.0,True
36906950.0,[],0.0,0.0,True
36906951.0,[],0.0,0.0,True
36906963.0,[],0.0,0.0,True
36907127.0,"[20329.0, 20368.0, 15990.0, 7604.0, 17582.0, 10942.0, 15062.0]",1515.22929381978,1543.5,False
36907393.0,[],0.0,0.0,True
36907400.0,[],0.0,0.0,True
36907403.0,[],0.0,0.0,True
36907405.0,[],0.0,0.0,True
36907409.0,[],0.0,0.0,True
36907410.0,[],0.0,0.0,True
36907411.0,[],0.0,0.0,True
36907412.0,[],0.0,0.0,True
36907723.0,[],0.0,0.0,True
36907724.0,[],0.0,0.0,True
36907725.0,[],0.0,0.0,True
36907727.0,[],0.0,0.0,True
36907728.0,"[20368.0, 15990.0, 20349.0, 15062.0, 5523.0]",325.44107055638005,336.0,False
36907729.0,[],0.0,0.0,True
36907730.0,[],0.0,0.0,True
36907731.0,[],0.0,0.0,True
36907733.0,[],0.0,0.0,True
36907736.0,[],0.0,0.0,True
36907738.0,"[20355.0, 20368.0, 20349.0, 15990.0, 7604.0, 15062.0, 1917.0, 20722.0, 12707.0]",921.8445053095797,945.0,False
36907740.0,[],0.0,0.0,True
36907742.0,[],0.0,0.0,True
36907743.0,[],0.0,0.0,True
36907744.0,[15062.0],1.44338989258,10.5,False
36907747.0,[],0.0,0.0,True
36907754.0,"[799.0, 1917.0, 15990.0, 15062.0]",286.46358489958004,294.0,False
36907755.0,[],0.0,0.0,True
36907756.0,[],0.0,0.0,True
36907758.0,"[8980.0, 12340.0, 12707.0, 7307.0, 20722.0, 15062.0, 12832.0]",1616.26349639642,1617.0,False
36907759.0,[],0.0,0.0,True
36907761.0,[],0.0,0.0,True
36907762.0,[],0.0,0.0,True
36907764.0,[],0.0,0.0,True
36907777.0,[],0.0,0.0,True
36907779.0,[],0.0,0.0,True
36907780.0,[],0.0,0.0,True
36907783.0,[],0.0,0.0,True
36907789.0,[],0.0,0.0,True
36907790.0,[],0.0,0.0,True
36907798.0,"[12832.0, 12827.0]",9.522315979,10.5,False
36907799.0,[],0.0,0.0,True
36907800.0,[],0.0,0.0,True
36907802.0,[],0.0,0.0,True
36907803.0,[],0.0,0.0,True
36907804.0,[],0.0,0.0,True
36907813.0,[],0.0,0.0,True
36907814.0,[],0.0,0.0,True
36907815.0,[],0.0,0.0,True
36907816.0,[],0.0,0.0,True
36907828.0,[],0.0,0.0,True
36908106.0,[],0.0,,False
36908107.0,[],0.0,,False
36908111.0,[],0.0,,False
